ROWNUM;Name;Longitude_WGS84;Latitude_WGS84;NameOfStation;Line;ModeOnEvenDays;ModeOnOddDays;FullFeaturedBPAAmount;LittleFunctionalBPAAmount;BPAAmount;RepairOfEscalators;GLOBALID;
325;"Комсомольская, вход 5 в вестибюль";"37.65577663";"55.77526519";"Комсомольская";"Кольцевая линия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:20, по 2 пути в 05:44:50; последний поезд по 1 пути в 01:27:00, по 2 пути в 01:32:10";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:41:45, по 2 пути в 05:46:20; последний поезд по 1 пути в 01:35:00, по 2 пути в 01:38:40";"";"8";"8";"";"85311979";
326;"Комсомольская, вход 6 в вестибюль";"37.65588183";"55.77447097";"Комсомольская";"Кольцевая линия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:20, по 2 пути в 05:44:50; последний поезд по 1 пути в 01:27:00, по 2 пути в 01:32:10";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:41:45, по 2 пути в 05:46:20; последний поезд по 1 пути в 01:35:00, по 2 пути в 01:38:40";"";"8";"8";"";"85311980";
327;"Коньково, вход 1 в северный вестибюль";"37.51954222";"55.63474735";"Коньково";"Калужско-Рижская линия";"открытие в 05:40:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:49:20, по 2 пути в 05:46:30; последний поезд по 1 пути в 01:10:40, по 2 пути в 01:50:45";"открытие в 05:45:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:55, по 2 пути в 05:56:15; последний поезд по 1 пути в 01:10:40, по 2 пути в 01:50:45";"";"4";"4";"";"85311987";
328;"Коньково, вход 2 в северный вестибюль";"37.51919373";"55.63427391";"Коньково";"Калужско-Рижская линия";"открытие в 05:40:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:49:20, по 2 пути в 05:46:30; последний поезд по 1 пути в 01:10:40, по 2 пути в 01:50:45";"открытие в 05:45:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:55, по 2 пути в 05:56:15; последний поезд по 1 пути в 01:10:40, по 2 пути в 01:50:45";"";"4";"4";"";"85311985";
329;"Коньково, вход 3 в северный вестибюль";"37.51988515";"55.63408463";"Коньково";"Калужско-Рижская линия";"открытие в 05:40:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:49:20, по 2 пути в 05:46:30; последний поезд по 1 пути в 01:10:40, по 2 пути в 01:50:45";"открытие в 05:45:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:55, по 2 пути в 05:56:15; последний поезд по 1 пути в 01:10:40, по 2 пути в 01:50:45";"";"4";"4";"";"85311988";
330;"Коньково, вход 4 в северный вестибюль";"37.52058618";"55.63389484";"Коньково";"Калужско-Рижская линия";"открытие в 05:40:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:49:20, по 2 пути в 05:46:30; последний поезд по 1 пути в 01:10:40, по 2 пути в 01:50:45";"открытие в 05:45:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:55, по 2 пути в 05:56:15; последний поезд по 1 пути в 01:10:40, по 2 пути в 01:50:45";"";"4";"4";"";"85311989";
331;"Коньково, вход 1 в южный вестибюль";"37.5179373";"55.6323372";"Коньково";"Калужско-Рижская линия";"открытие в 05:40:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:49:20, по 2 пути в 05:46:30; последний поезд по 1 пути в 01:10:40, по 2 пути в 01:50:45";"открытие в 05:45:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:55, по 2 пути в 05:56:15; последний поезд по 1 пути в 01:10:40, по 2 пути в 01:50:45";"";"4";"4";"";"85311984";
332;"Коньково, вход 2 в южный вестибюль";"37.51931479";"55.63204283";"Коньково";"Калужско-Рижская линия";"открытие в 05:40:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:49:20, по 2 пути в 05:46:30; последний поезд по 1 пути в 01:10:40, по 2 пути в 01:50:45";"открытие в 05:45:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:55, по 2 пути в 05:56:15; последний поезд по 1 пути в 01:10:40, по 2 пути в 01:50:45";"";"4";"4";"";"85311986";
333;"Красногвардейская, вход 3 в северный вестибюль";"37.74256585";"55.6141191";"Красногвардейская";"Замоскворецкая линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 05:48:30; последний поезд по 1 пути в 01:08:15, по 2 пути в 01:56:30";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:45, по 2 пути в 05:50:00; последний поезд по 1 пути в 01:08:15, по 2 пути в 01:56:30";"";"5";"5";"";"85311997";
334;"Красногвардейская, вход 4 в северный вестибюль";"37.74287572";"55.61402257";"Красногвардейская";"Замоскворецкая линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 05:48:30; последний поезд по 1 пути в 01:08:15, по 2 пути в 01:56:30";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:45, по 2 пути в 05:50:00; последний поезд по 1 пути в 01:08:15, по 2 пути в 01:56:30";"";"5";"5";"";"85311995";
335;"Красногвардейская, вход 1 в южный вестибюль";"37.74665726";"55.61370262";"Красногвардейская";"Замоскворецкая линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 05:48:30; последний поезд по 1 пути в 01:08:15, по 2 пути в 01:56:30";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:45, по 2 пути в 05:50:00; последний поезд по 1 пути в 01:08:15, по 2 пути в 01:56:30";"";"6";"6";"";"85311992";
336;"Красногвардейская, вход 2 в южный вестибюль";"37.74613094";"55.61362478";"Красногвардейская";"Замоскворецкая линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 05:48:30; последний поезд по 1 пути в 01:08:15, по 2 пути в 01:56:30";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:45, по 2 пути в 05:50:00; последний поезд по 1 пути в 01:08:15, по 2 пути в 01:56:30";"";"6";"6";"";"85311991";
337;"Краснопресненская, вход в вестибюль";"37.57712911";"55.76024487";"Краснопресненская";"Кольцевая линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:59:15, по 2 пути в 05:54:10; последний поезд по 1 пути в 01:14:45, по 2 пути в 01:12:30";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:55, по 2 пути в 05:43:55; последний поезд по 1 пути в 01:29:30, по 2 пути в 01:19:00";"";"4";"4";"";"85311998";
338;"Красносельская, вход в вестибюль";"37.66609759";"55.78007357";"Красносельская";"Сокольническая линия";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:39:25, по 2 пути в 05:50:20; последний поезд по 1 пути в 01:14:20, по 2 пути в 01:32:40";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:39:25, по 2 пути в 05:40:50; последний поезд по 1 пути в 01:14:20, по 2 пути в 01:32:40";"";"4";"4";"";"85311999";
